"DiscountId";"DiscountName";"Amount"
"1285";"Special to order count!";"28"
"1286";"Special to order count!";"33"
"1287";"Special to order count!";"98"
"1288";"Special to order count!";"22"
"1289";"Special to order count!";"09"
"1290";"Special to order count!";"51"
"1291";"Special to order count!";"81"
"1292";"Special to order count!";"42"
"1293";"Special to order count!";"54"
"1294";"Special to order count!";"94"
"1295";"Special to order count!";"00"
"1296";"Special to order count!";"47"
"1297";"Special to order count!";"32"
"1298";"Special to order count!";"70"
"1299";"Special to order count!";"41"
"1300";"Special to order count!";"20"
"1301";"Special to order count!";"24"
"1302";"Special to order count!";"03"
"1303";"Special to order count!";"87"
"1304";"Special to order count!";"08"
"1305";"Special to order count!";"77"
"1306";"Special to order count!";"68"
"1307";"Special to order count!";"15"
"1308";"Special to order count!";"18"
"1309";"Special to order count!";"14"
"1310";"Special to order count!";"01"
"1311";"Special to order count!";"66"
"1312";"Special to order count!";"46"
"1313";"Special to order count!";"71"
"1314";"Special to order count!";"65"
"1315";"Special to order count!";"45"
"1316";"Special to order count!";"33"
"1317";"Special to order count!";"94"
"1318";"Special to order count!";"22"
"1319";"Special to order count!";"16"
"1320";"Special to order count!";"20"
"1321";"Special to order count!";"95"
"1322";"Special to order count!";"73"
"1323";"Special to order count!";"77"
"1324";"Special to order count!";"55"
"1325";"Special to order count!";"04"
"1326";"Special to order count!";"46"
"1327";"Special to order count!";"25"
"1328";"Special to order count!";"61"
"1329";"Special to order count!";"20"
"1330";"Special to order count!";"64"
"1331";"Special to order count!";"05"
"1332";"Special to order count!";"94"
"1333";"Special to order count!";"23"
"1334";"Special to order count!";"72"
"1335";"Special to order count!";"72"
"1336";"Special to order count!";"02"
"1337";"Special to order count!";"82"
"1338";"Special to order count!";"29"
"1339";"Special to order count!";"13"
"1340";"Special to order count!";"18"
"1341";"Special to order count!";"74"
"1342";"Special to order count!";"79"
"1343";"Special to order count!";"99"
"1344";"Special to order count!";"44"
"1345";"Special to order count!";"14"
"1346";"Special to order count!";"92"
"1347";"Special to order count!";"56"
"1348";"Special to order count!";"30"
"1349";"Special to order count!";"00"
"1350";"Special to order count!";"82"
"1351";"Special to order count!";"26"
"1352";"Special to order count!";"28"
"1353";"Special to order count!";"19"
"1354";"Special to order count!";"40"
"1355";"Special to order count!";"04"
"1356";"Special to order count!";"80"
"1357";"Special to order count!";"05"
"1358";"Special to order count!";"60"
"1359";"Special to order count!";"00"
"1360";"Special to order count!";"03"
"1361";"Special to order count!";"83"
"1362";"Special to order count!";"23"
"1363";"Special to order count!";"52"
"1364";"Special to order count!";"29"
"1365";"Special to order count!";"45"
"1366";"Special to order count!";"28"
"1367";"Special to order count!";"72"
"1368";"Special to order count!";"55"
"1369";"Special to order count!";"03"
"1370";"Special to order count!";"60"
"1371";"Special to order count!";"55"
"1372";"Special to order count!";"63"
"1373";"Special to order count!";"07"
"1374";"Special to order count!";"52"
"1375";"Special to order count!";"91"
"1376";"Special to order count!";"93"
"1377";"Special to order count!";"85"
"1378";"Special to order count!";"62"
"1379";"Special to order count!";"09"
"1380";"Special to order count!";"96"
"1381";"Special to order count!";"85"
"1382";"Special to order count!";"30"
"1383";"Special to order count!";"65"
"1384";"Special to order count!";"55"
"1385";"Special to order count!";"53"
"1386";"Special to order count!";"15"
"1387";"Special to order count!";"79"
"1388";"Special to order count!";"12"
"1389";"Special to order count!";"90"
"1390";"Special to order count!";"94"
"1391";"Special to order count!";"68"
"1392";"Special to order count!";"76"
"1393";"Special to order count!";"83"
"1394";"Special to order count!";"22"
"1395";"Special to order count!";"40"
"1396";"Special to order count!";"05"
"1397";"Special to order count!";"25"
"1398";"Special to order count!";"16"
"1399";"Special to order count!";"23"
"1400";"Special to order count!";"62"
"1401";"Special to order count!";"66"
"1402";"Special to order count!";"43"
"1403";"Special to order count!";"59"
"1404";"Special to order count!";"01"
"1405";"Special to order count!";"54"
"1406";"Special to order count!";"74"
"1407";"Special to order count!";"34"
"1408";"Special to order count!";"06"
"1409";"Special to order count!";"33"
"1410";"Special to order count!";"56"
"1411";"Special to order count!";"43"
"1412";"Special to order count!";"11"
"1413";"Special to order count!";"00"
"1414";"Special to order count!";"86"
"1415";"Special to order count!";"89"
"1416";"Special to order count!";"94"
"1417";"Special to order count!";"28"
"1418";"Special to order count!";"08"
"1419";"Special to order count!";"56"
"1420";"Special to order count!";"87"
"1421";"Special to order count!";"71"
"1422";"Special to order count!";"95"
"1423";"Special to order count!";"11"
"1424";"Special to order count!";"97"
"1425";"Special to order count!";"11"
"1426";"Special to order count!";"29"
"1427";"Special to order count!";"65"
"1428";"Special to order count!";"18"
"1429";"Special to order count!";"12"
"1430";"Special to order count!";"98"
"1431";"Special to order count!";"88"
"1432";"Special to order count!";"21"
"1433";"Special to order count!";"37"
"1434";"Special to order count!";"33"
"1435";"Special to order count!";"14"
"1436";"Special to order count!";"05"
"1437";"Special to order count!";"73"
"1438";"Special to order count!";"23"
"1439";"Special to order count!";"30"
"1440";"Special to order count!";"42"
"1441";"Special to order count!";"86"
"1442";"Special to order count!";"30"
"1443";"Special to order count!";"39"
"1444";"Special to order count!";"47"
"1445";"Special to order count!";"21"
"1446";"Special to order count!";"19"
"1447";"Special to order count!";"03"
"1448";"Special to order count!";"73"
"1449";"Special to order count!";"86"
"1450";"Special to order count!";"06"
"1451";"Special to order count!";"45"
"1452";"Special to order count!";"50"
"1453";"Special to order count!";"12"
"1454";"Special to order count!";"62"
"1455";"Special to order count!";"56"
"1456";"Special to order count!";"43"
"1457";"Special to order count!";"56"
"1458";"Special to order count!";"21"
"1459";"Special to order count!";"09"
"1460";"Special to order count!";"98"
"1461";"Special to order count!";"24"
"1462";"Special to order count!";"60"
"1463";"Special to order count!";"30"
"1464";"Special to order count!";"14"
"1465";"Special to order count!";"60"
"1466";"Special to order count!";"10"
"1467";"Special to order count!";"25"
"1468";"Special to order count!";"39"
"1469";"Special to order count!";"17"
"1470";"Special to order count!";"09"
"1471";"Special to order count!";"07"
"1472";"Special to order count!";"58"
"1473";"Special to order count!";"91"
"1474";"Special to order count!";"87"
"1475";"Special to order count!";"87"
"1476";"Special to order count!";"30"
"1477";"Special to order count!";"29"
"1478";"Special to order count!";"76"
"1479";"Special to order count!";"11"
"1480";"Special to order count!";"50"
"1481";"Special to order count!";"18"
"1482";"Special to order count!";"15"
"1483";"Special to order count!";"69"
"1484";"Special to order count!";"78"
"1485";"Special to order count!";"16"
"1486";"Special to order count!";"80"
"1487";"Special to order count!";"01"
"1488";"Special to order count!";"18"
"1489";"Special to order count!";"07"
"1490";"Special to order count!";"88"
"1491";"Special to order count!";"47"
"1492";"Special to order count!";"82"
"1493";"Special to order count!";"68"
"1494";"Special to order count!";"03"
"1495";"Special to order count!";"58"
"1496";"Special to order count!";"23"
"1497";"Special to order count!";"09"
"1498";"Special to order count!";"95"
"1499";"Special to order count!";"77"
"1500";"Special to order count!";"46"
"1501";"Special to order count!";"94"
"1502";"Special to order count!";"87"
"1503";"Special to order count!";"00"
"1504";"Special to order count!";"57"
"1505";"Special to order count!";"97"
"1506";"Special to order count!";"52"
"1507";"Special to order count!";"95"
"1508";"Special to order count!";"65"
"1509";"Special to order count!";"05"
"1510";"Special to order count!";"40"
"1511";"Special to order count!";"52"
"1512";"Special to order count!";"81"
"1513";"Special to order count!";"28"
"1514";"Special to order count!";"77"
"1515";"Special to order count!";"07"
"1516";"Special to order count!";"77"
"1517";"Special to order count!";"84"
"1518";"Special to order count!";"18"
"1519";"Special to order count!";"03"
"1520";"Special to order count!";"21"
"1521";"Special to order count!";"56"
"1522";"Special to order count!";"59"
"1523";"Special to order count!";"72"
"1524";"Special to order count!";"47"
"1525";"Special to order count!";"78"
"1526";"Special to order count!";"37"
"1527";"Special to order count!";"98"
"1528";"Special to order count!";"25"
"1529";"Special to order count!";"81"
"1530";"Special to order count!";"07"
"1531";"Special to order count!";"75"
"1532";"Special to order count!";"36"
"1533";"Special to order count!";"39"
"1534";"Special to order count!";"78"
"1535";"Special to order count!";"60"
"1536";"Special to order count!";"80"
"1537";"Special to order count!";"97"
"1538";"Special to order count!";"98"
"1539";"Special to order count!";"78"
"1540";"Special to order count!";"78"
"1541";"Special to order count!";"77"
"1542";"Special to order count!";"38"
"1543";"Special to order count!";"26"
"1544";"Special to order count!";"59"
"1545";"Special to order count!";"57"
"1546";"Special to order count!";"45"
"1547";"Special to order count!";"72"
"1548";"Special to order count!";"63"
"1549";"Special to order count!";"92"
"1550";"Special to order count!";"48"
"1551";"Special to order count!";"54"
"1552";"Special to order count!";"48"
"1553";"Special to order count!";"65"
"1554";"Special to order count!";"89"
"1555";"Special to order count!";"47"
"1556";"Special to order count!";"38"
"1557";"Special to order count!";"37"
"1558";"Special to order count!";"56"
"1559";"Special to order count!";"76"
"1560";"Special to order count!";"43"
"1561";"Special to order count!";"02"
"1562";"Special to order count!";"33"
"1563";"Special to order count!";"15"
"1564";"Special to order count!";"49"
"1565";"Special to order count!";"94"
"1566";"Special to order count!";"23"
"1567";"Special to order count!";"22"
"1568";"Special to order count!";"69"
"1569";"Special to order count!";"37"
"1570";"Special to order count!";"96"
"1571";"Special to order count!";"41"
"1572";"Special to order count!";"90"
"1573";"Special to order count!";"96"
"1574";"Special to order count!";"57"
"1575";"Special to order count!";"35"
"1576";"Special to order count!";"42"
"1577";"Special to order count!";"24"
"1578";"Special to order count!";"29"
"1579";"Special to order count!";"32"
"1580";"Special to order count!";"99"
"1581";"Special to order count!";"93"
"1582";"Special to order count!";"39"
"1583";"Special to order count!";"72"
"1584";"Special to order count!";"77"
"1585";"Special to order count!";"76"
"1586";"Special to order count!";"06"
"1587";"Special to order count!";"80"
"1588";"Special to order count!";"92"
"1589";"Special to order count!";"21"
"1590";"Special to order count!";"26"
"1591";"Special to order count!";"62"
"1592";"Special to order count!";"94"
"1593";"Special to order count!";"94"
"1594";"Special to order count!";"41"
"1595";"Special to order count!";"07"
"1596";"Special to order count!";"02"
"1597";"Special to order count!";"54"
"1598";"Special to order count!";"73"
"1599";"Special to order count!";"22"
"1600";"Special to order count!";"09"
"1601";"Special to order count!";"74"
"1602";"Special to order count!";"43"
"1603";"Special to order count!";"60"
"1604";"Special to order count!";"47"
"1605";"Special to order count!";"09"
"1606";"Special to order count!";"50"
"1607";"Special to order count!";"31"
"1608";"Special to order count!";"88"
"1609";"Special to order count!";"82"
"1610";"Special to order count!";"61"
"1611";"Special to order count!";"15"
"1612";"Special to order count!";"46"
"1613";"Special to order count!";"86"
"1614";"Special to order count!";"73"
"1615";"Special to order count!";"63"
"1616";"Special to order count!";"29"
"1617";"Special to order count!";"58"
"1618";"Special to order count!";"56"
"1619";"Special to order count!";"03"
"1620";"Special to order count!";"54"
"1621";"Special to order count!";"55"
"1622";"Special to order count!";"03"
"1623";"Special to order count!";"66"
"1624";"Special to order count!";"53"
"1625";"Special to order count!";"12"
"1626";"Special to order count!";"97"
"1627";"Special to order count!";"51"
"1628";"Special to order count!";"67"
"1629";"Special to order count!";"16"
"1630";"Special to order count!";"95"
"1631";"Special to order count!";"42"
"1632";"Special to order count!";"97"
"1633";"Special to order count!";"97"
"1634";"Special to order count!";"92"
"1635";"Special to order count!";"67"
"1636";"Special to order count!";"92"
"1637";"Special to order count!";"63"
"1638";"Special to order count!";"57"
"1639";"Special to order count!";"05"
"1640";"Special to order count!";"49"
"1641";"Special to order count!";"76"
"1642";"Special to order count!";"31"
"1643";"Special to order count!";"03"
"1644";"Special to order count!";"37"
"1645";"Special to order count!";"62"
"1646";"Special to order count!";"52"
"1647";"Special to order count!";"97"
"1648";"Special to order count!";"95"
"1649";"Special to order count!";"65"
"1650";"Special to order count!";"62"
"1651";"Special to order count!";"00"
"1652";"Special to order count!";"27"
"1653";"Special to order count!";"27"
"1654";"Special to order count!";"26"
"1655";"Special to order count!";"67"
"1656";"Special to order count!";"13"
"1657";"Special to order count!";"39"
"1658";"Special to order count!";"25"
"1659";"Special to order count!";"18"
"1660";"Special to order count!";"77"
"1661";"Special to order count!";"43"
"1662";"Special to order count!";"65"
"1663";"Special to order count!";"99"
"1664";"Special to order count!";"96"
"1665";"Special to order count!";"10"
"1666";"Special to order count!";"00"
"1667";"Special to order count!";"96"
"1668";"Special to order count!";"12"
"1669";"Special to order count!";"85"
"1670";"Special to order count!";"11"
"1671";"Special to order count!";"76"
"1672";"Special to order count!";"08"
"1673";"Special to order count!";"95"
"1674";"Special to order count!";"49"
"1675";"Special to order count!";"66"
"1676";"Special to order count!";"60"
"1677";"Special to order count!";"34"
"1678";"Special to order count!";"42"
"1679";"Special to order count!";"45"
"1680";"Special to order count!";"29"
"1681";"Special to order count!";"66"
"1682";"Special to order count!";"98"
"1683";"Special to order count!";"86"
"1684";"Special to order count!";"88"
"1685";"Special to order count!";"93"
"1686";"Special to order count!";"27"
"1687";"Special to order count!";"21"
"1688";"Special to order count!";"63"
"1689";"Special to order count!";"84"
"1690";"Special to order count!";"41"
"1691";"Special to order count!";"30"
"1692";"Special to order count!";"85"
"1693";"Special to order count!";"24"
"1694";"Special to order count!";"44"
"1695";"Special to order count!";"89"
"1696";"Special to order count!";"56"
"1697";"Special to order count!";"42"
"1698";"Special to order count!";"02"
"1699";"Special to order count!";"05"
"1700";"Special to order count!";"61"
"1701";"Special to order count!";"09"
"1702";"Special to order count!";"00"
"1703";"Special to order count!";"31"
"1704";"Special to order count!";"33"
"1705";"Special to order count!";"39"
"1706";"Special to order count!";"46"
"1707";"Special to order count!";"73"
"1708";"Special to order count!";"62"
"1709";"Special to order count!";"81"
"1710";"Special to order count!";"48"
"1711";"Special to order count!";"23"
"1712";"Special to order count!";"74"
"1713";"Special to order count!";"50"
"1714";"Special to order count!";"43"
"1715";"Special to order count!";"04"
"1716";"Special to order count!";"72"
"1717";"Special to order count!";"28"
"1718";"Special to order count!";"20"
"1719";"Special to order count!";"33"
"1720";"Special to order count!";"17"
"1721";"Special to order count!";"01"
"1722";"Special to order count!";"24"
"1723";"Special to order count!";"94"
"1724";"Special to order count!";"98"
"1725";"Special to order count!";"67"
"1726";"Special to order count!";"51"
"1727";"Special to order count!";"05"
"1728";"Special to order count!";"88"
"1729";"Special to order count!";"67"
"1730";"Special to order count!";"13"
"1731";"Special to order count!";"56"
"1732";"Special to order count!";"61"
"1733";"Special to order count!";"12"
"1734";"Special to order count!";"80"
"1735";"Special to order count!";"57"
"1736";"Special to order count!";"28"
"1737";"Special to order count!";"01"
"1738";"Special to order count!";"67"
"1739";"Special to order count!";"62"
"1740";"Special to order count!";"06"
"1741";"Special to order count!";"76"
"1742";"Special to order count!";"16"
"1743";"Special to order count!";"70"
"1744";"Special to order count!";"00"
"1745";"Special to order count!";"26"
"1746";"Special to order count!";"53"
"1747";"Special to order count!";"62"
"1748";"Special to order count!";"89"
"1749";"Special to order count!";"95"
"1750";"Special to order count!";"35"
"1751";"Special to order count!";"15"
"1752";"Special to order count!";"85"
"1753";"Special to order count!";"99"
"1754";"Special to order count!";"48"
"1755";"Special to order count!";"99"
"1756";"Special to order count!";"81"
"1757";"Special to order count!";"45"
"1758";"Special to order count!";"53"
"1759";"Special to order count!";"92"
"1760";"Special to order count!";"64"
"1761";"Special to order count!";"77"
"1762";"Special to order count!";"51"
"1763";"Special to order count!";"77"
"1764";"Special to order count!";"93"
"1765";"Special to order count!";"98"
"1766";"Special to order count!";"77"
"1767";"Special to order count!";"42"
"1768";"Special to order count!";"96"
"1769";"Special to order count!";"71"
"1770";"Special to order count!";"50"
"1771";"Special to order count!";"85"
"1772";"Special to order count!";"42"
"1773";"Special to order count!";"82"
"1774";"Special to order count!";"49"
"1775";"Special to order count!";"69"
"1776";"Special to order count!";"22"
"1777";"Special to order count!";"33"
"1778";"Special to order count!";"15"
"1779";"Special to order count!";"94"
"1780";"Special to order count!";"41"
"1781";"Special to order count!";"72"
"1782";"Special to order count!";"47"
"1783";"Special to order count!";"85"
"1784";"Special to order count!";"12"
"1785";"Special to order count!";"89"
"1786";"Special to order count!";"19"
"1787";"Special to order count!";"30"
"1788";"Special to order count!";"08"
"1789";"Special to order count!";"21"
"1790";"Special to order count!";"32"
"1791";"Special to order count!";"44"
"1792";"Special to order count!";"05"
"1793";"Special to order count!";"92"
"1794";"Special to order count!";"50"
"1795";"Special to order count!";"33"
"1796";"Special to order count!";"16"
"1797";"Special to order count!";"37"
"1798";"Special to order count!";"00"
"1799";"Special to order count!";"03"
"1800";"Special to order count!";"35"
"1801";"Special to order count!";"20"
"1802";"Special to order count!";"01"
"1803";"Special to order count!";"64"
"1804";"Special to order count!";"15"
"1805";"Special to order count!";"88"
"1806";"Special to order count!";"26"
"1807";"Special to order count!";"30"
"1808";"Special to order count!";"30"
"1809";"Special to order count!";"29"
"1810";"Special to order count!";"55"
"1811";"Special to order count!";"71"
"1812";"Special to order count!";"96"
"1813";"Special to order count!";"99"
"1814";"Special to order count!";"40"
"1815";"Special to order count!";"41"
"1816";"Special to order count!";"75"
"1817";"Special to order count!";"76"
"1818";"Special to order count!";"67"
"1819";"Special to order count!";"40"
"1820";"Special to order count!";"51"
"1821";"Special to order count!";"74"
"1822";"Special to order count!";"24"
"1823";"Special to order count!";"11"
"1824";"Special to order count!";"55"
"1825";"Special to order count!";"35"
"1826";"Special to order count!";"02"
"1827";"Special to order count!";"84"
"1828";"Special to order count!";"04"
"1829";"Special to order count!";"21"
"1830";"Special to order count!";"24"
"1831";"Special to order count!";"73"
"1832";"Special to order count!";"91"
"1833";"Special to order count!";"06"
"1834";"Special to order count!";"43"
"1835";"Special to order count!";"68"
"1836";"Special to order count!";"00"
"1837";"Special to order count!";"31"
"1838";"Special to order count!";"06"
"1839";"Special to order count!";"60"
"1840";"Special to order count!";"32"
"1841";"Special to order count!";"85"
"1842";"Special to order count!";"96"
"1843";"Special to order count!";"77"
"1844";"Special to order count!";"72"
"1845";"Special to order count!";"96"
"1846";"Special to order count!";"11"
"1847";"Special to order count!";"56"
"1848";"Special to order count!";"80"
"1849";"Special to order count!";"95"
"1850";"Special to order count!";"56"
"1851";"Special to order count!";"46"
"1852";"Special to order count!";"05"
"1853";"Special to order count!";"78"
"1854";"Special to order count!";"64"
"1855";"Special to order count!";"28"
"1856";"Special to order count!";"33"
"1857";"Special to order count!";"60"
"1858";"Special to order count!";"92"
"1859";"Special to order count!";"56"
"1860";"Special to order count!";"33"
"1861";"Special to order count!";"00"
"1862";"Special to order count!";"26"
"1863";"Special to order count!";"08"
"1864";"Special to order count!";"97"
"1865";"Special to order count!";"45"
"1866";"Special to order count!";"86"
"1867";"Special to order count!";"72"
"1868";"Special to order count!";"91"
"1869";"Special to order count!";"67"
"1870";"Special to order count!";"71"
"1871";"Special to order count!";"32"
"1872";"Special to order count!";"64"
"1873";"Special to order count!";"34"
"1874";"Special to order count!";"00"
"1875";"Special to order count!";"16"
"1876";"Special to order count!";"23"
"1877";"Special to order count!";"04"
"1878";"Special to order count!";"03"
"1879";"Special to order count!";"78"
"1880";"Special to order count!";"56"
"1881";"Special to order count!";"19"
"1882";"Special to order count!";"68"
"1883";"Special to order count!";"83"
"1884";"Special to order count!";"69"
"1885";"Special to order count!";"32"
"1886";"Special to order count!";"06"
"1887";"Special to order count!";"84"
"1888";"Special to order count!";"56"
"1889";"Special to order count!";"45"
"1890";"Special to order count!";"65"
"1891";"Special to order count!";"84"
"1892";"Special to order count!";"06"
"1893";"Special to order count!";"33"
"1894";"Special to order count!";"63"
"1895";"Special to order count!";"61"
"1896";"Special to order count!";"79"
"1897";"Special to order count!";"84"
"1898";"Special to order count!";"36"
"1899";"Special to order count!";"16"
"1900";"Special to order count!";"55"
"1901";"Special to order count!";"80"
"1902";"Special to order count!";"86"
"1903";"Special to order count!";"03"
"1904";"Special to order count!";"86"
"1905";"Special to order count!";"79"
"1906";"Special to order count!";"86"
"1907";"Special to order count!";"94"
"1908";"Special to order count!";"45"
"1909";"Special to order count!";"64"
"1910";"Special to order count!";"82"
"1911";"Special to order count!";"84"
"1912";"Special to order count!";"51"
"1913";"Special to order count!";"10"
"1914";"Special to order count!";"44"
"1915";"Special to order count!";"61"
"1916";"Special to order count!";"90"
"1917";"Special to order count!";"32"
"1918";"Special to order count!";"87"
"1919";"Special to order count!";"54"
"1920";"Special to order count!";"49"
"1921";"Special to order count!";"81"
"1922";"Special to order count!";"34"
"1923";"Special to order count!";"52"
"1924";"Special to order count!";"54"
"1925";"Special to order count!";"03"
"1926";"Special to order count!";"60"
"1927";"Special to order count!";"79"
"1928";"Special to order count!";"45"
"1929";"Special to order count!";"06"
"1930";"Special to order count!";"57"
"1931";"Special to order count!";"15"
"1932";"Special to order count!";"93"
"1933";"Special to order count!";"41"
"1934";"Special to order count!";"26"
"1935";"Special to order count!";"84"
"1936";"Special to order count!";"07"
"1937";"Special to order count!";"64"
"1938";"Special to order count!";"81"
"1939";"Special to order count!";"92"
"1940";"Special to order count!";"71"
"1941";"Special to order count!";"33"
"1942";"Special to order count!";"94"
"1943";"Special to order count!";"64"
"1944";"Special to order count!";"55"
"1945";"Special to order count!";"69"
"1946";"Special to order count!";"00"
"1947";"Special to order count!";"61"
"1948";"Special to order count!";"37"
"1949";"Special to order count!";"53"
"1950";"Special to order count!";"27"
"1951";"Special to order count!";"32"
"1952";"Special to order count!";"44"
"1953";"Special to order count!";"35"
"1954";"Special to order count!";"78"
"1955";"Special to order count!";"39"
"1956";"Special to order count!";"31"
"1957";"Special to order count!";"41"
"1958";"Special to order count!";"67"
"1959";"Special to order count!";"05"
"1960";"Special to order count!";"56"
"1961";"Special to order count!";"52"
"1962";"Special to order count!";"51"
"1963";"Special to order count!";"38"
"1964";"Special to order count!";"39"
"1965";"Special to order count!";"04"
"1966";"Special to order count!";"64"
"1967";"Special to order count!";"97"
"1968";"Special to order count!";"15"
"1969";"Special to order count!";"09"
"1970";"Special to order count!";"28"
"1971";"Special to order count!";"26"
"1972";"Special to order count!";"54"
"1973";"Special to order count!";"50"
"1974";"Special to order count!";"40"
"1975";"Special to order count!";"07"
"1976";"Special to order count!";"53"
"1977";"Special to order count!";"10"
"1978";"Special to order count!";"15"
"1979";"Special to order count!";"11"
"1980";"Special to order count!";"63"
"1981";"Special to order count!";"87"
"1982";"Special to order count!";"47"
"1983";"Special to order count!";"64"
"1984";"Special to order count!";"10"
"1985";"Special to order count!";"13"
"1986";"Special to order count!";"26"
"1987";"Special to order count!";"99"
"1988";"Special to order count!";"20"
"1989";"Special to order count!";"21"
"1990";"Special to order count!";"35"
"1991";"Special to order count!";"00"
"1992";"Special to order count!";"08"
"1993";"Special to order count!";"94"
"1994";"Special to order count!";"61"
"1995";"Special to order count!";"82"
"1996";"Special to order count!";"46"
"1997";"Special to order count!";"59"
"1998";"Special to order count!";"00"
"1999";"Special to order count!";"58"
"2000";"Special to order count!";"63"
"2001";"Special to order count!";"81"
"2002";"Special to order count!";"73"
"2003";"Special to order count!";"22"
"2004";"Special to order count!";"47"
"2005";"Special to order count!";"69"
"2006";"Special to order count!";"92"
"2007";"Special to order count!";"83"
"2008";"Special to order count!";"85"
"2009";"Special to order count!";"91"
"2010";"Special to order count!";"02"
"2011";"Special to order count!";"96"
"2012";"Special to order count!";"85"
"2013";"Special to order count!";"79"
"2014";"Special to order count!";"00"
"2015";"Special to order count!";"10"
"2016";"Special to order count!";"98"
"2017";"Special to order count!";"11"
"2018";"Special to order count!";"93"
"2019";"Special to order count!";"98"
"2020";"Special to order count!";"90"
"2021";"Special to order count!";"78"
"2022";"Special to order count!";"67"
"2023";"Special to order count!";"12"
"2024";"Special to order count!";"57"
"2025";"Special to order count!";"55"
"2026";"Special to order count!";"26"
"2027";"Special to order count!";"69"
"2028";"Special to order count!";"34"
"2029";"Special to order count!";"44"
"2030";"Special to order count!";"48"
"2031";"Special to order count!";"20"
"2032";"Special to order count!";"44"
"2033";"Special to order count!";"94"
"2034";"Special to order count!";"10"
"2035";"Special to order count!";"02"
"2036";"Special to order count!";"74"
"2037";"Special to order count!";"48"
"2038";"Special to order count!";"49"
"2039";"Special to order count!";"04"
"2040";"Special to order count!";"87"
"2041";"Special to order count!";"41"
"2042";"Special to order count!";"46"
"2043";"Special to order count!";"47"
"2044";"Special to order count!";"91"
"2045";"Special to order count!";"64"
"2046";"Special to order count!";"43"
"2047";"Special to order count!";"64"
"2048";"Special to order count!";"63"
"2049";"Special to order count!";"77"
"2050";"Special to order count!";"00"
"2051";"Special to order count!";"64"
"2052";"Special to order count!";"71"
"2053";"Special to order count!";"63"
"2054";"Special to order count!";"06"
"2055";"Special to order count!";"33"
"2056";"Special to order count!";"90"
"2057";"Special to order count!";"23"
"2058";"Special to order count!";"61"
"2059";"Special to order count!";"78"
"2060";"Special to order count!";"67"
"2061";"Special to order count!";"98"
"2062";"Special to order count!";"18"
"2063";"Special to order count!";"95"
"2064";"Special to order count!";"58"
"2065";"Special to order count!";"62"
"2066";"Special to order count!";"17"
"2067";"Special to order count!";"02"
"2068";"Special to order count!";"24"
"2069";"Special to order count!";"87"
"2070";"Special to order count!";"32"
"2071";"Special to order count!";"26"
"2072";"Special to order count!";"51"
"2073";"Special to order count!";"31"
"2074";"Special to order count!";"97"
"2075";"Special to order count!";"71"
"2076";"Special to order count!";"96"
"2077";"Special to order count!";"22"
"2078";"Special to order count!";"28"
"2079";"Special to order count!";"04"
"2080";"Special to order count!";"01"
"2081";"Special to order count!";"77"
"2082";"Special to order count!";"03"
"2083";"Special to order count!";"97"
"2084";"Special to order count!";"16"
"2085";"Special to order count!";"93"
"2086";"Special to order count!";"76"
"2087";"Special to order count!";"73"
"2088";"Special to order count!";"42"
"2089";"Special to order count!";"08"
"2090";"Special to order count!";"89"
"2091";"Special to order count!";"65"
"2092";"Special to order count!";"18"
"2093";"Special to order count!";"59"
"2094";"Special to order count!";"72"
"2095";"Special to order count!";"17"
"2096";"Special to order count!";"85"
"2097";"Special to order count!";"25"
"2098";"Special to order count!";"92"
"2099";"Special to order count!";"93"
"2100";"Special to order count!";"05"
"2101";"Special to order count!";"36"
"2102";"Special to order count!";"22"
"2103";"Special to order count!";"81"
"2104";"Special to order count!";"32"
"2105";"Special to order count!";"28"
"2106";"Special to order count!";"26"
"2107";"Special to order count!";"56"
"2108";"Special to order count!";"49"
"2109";"Special to order count!";"41"
"2110";"Special to order count!";"24"
"2111";"Special to order count!";"87"
"2112";"Special to order count!";"98"
"2113";"Special to order count!";"15"
"2114";"Special to order count!";"76"
"2115";"Special to order count!";"31"
"2116";"Special to order count!";"54"
"2117";"Special to order count!";"20"
"2118";"Special to order count!";"76"
"2119";"Special to order count!";"30"
"2120";"Special to order count!";"35"
"2121";"Special to order count!";"83"
"2122";"Special to order count!";"93"
"2123";"Special to order count!";"56"
"2124";"Special to order count!";"34"
"2125";"Special to order count!";"71"
"2126";"Special to order count!";"95"
"2127";"Special to order count!";"97"
"2128";"Special to order count!";"79"
"2129";"Special to order count!";"60"
"2130";"Special to order count!";"96"
"2131";"Special to order count!";"37"
"2132";"Special to order count!";"77"
"2133";"Special to order count!";"99"
"2134";"Special to order count!";"09"
"2135";"Special to order count!";"64"
"2136";"Special to order count!";"32"
"2137";"Special to order count!";"14"
"2138";"Special to order count!";"19"
"2139";"Special to order count!";"87"
"2140";"Special to order count!";"06"
"2141";"Special to order count!";"80"
"2142";"Special to order count!";"04"
"2143";"Special to order count!";"96"
"2144";"Special to order count!";"01"
"2145";"Special to order count!";"90"
"2146";"Special to order count!";"92"
"2147";"Special to order count!";"40"
"2148";"Special to order count!";"41"
"2149";"Special to order count!";"41"
"2150";"Special to order count!";"75"
"2151";"Special to order count!";"61"
"2152";"Special to order count!";"07"
"2153";"Special to order count!";"83"
"2154";"Special to order count!";"84"
"2155";"Special to order count!";"69"
"2156";"Special to order count!";"84"
"2157";"Special to order count!";"64"
